Job_title,Job_role,Company,Job_location,Job_summary,Post_date,Today,Job_salary,Job_url
Wobot.ai - Computer Vision Engineer,Data Scientist,Wobot.ai,Remote,"Work Actively as a part of the Computer Vision and Deep Learning Team to Train Computer Vision Models.
Work Closely with the Data Science Team for Appropriate…",EmployerActive 1 day ago,2023-03-19,"₹5,00,000 - ₹8,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,Clarifai,"Remote in Bengaluru, Karnataka","You will manage the development of labeled data sets.
This activity will raise the quality and number of models available in the Clarifai Platform.",PostedPosted 10 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,DataEconomy,"Hyderabad, Telangana","Data mining or extracting usable data from valuable data sources.
Devise and utilize algorithms and models to mine big-data stores; perform data and error…",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Analytics Analyst,Data Scientist,Deutsche Bank,"Jaipur, Rajasthan","Provide data and analytical support to Global Procurement prioritised change initiatives.
You attach great importance to details, ensure results are of high…",PostedPosted 24 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,TaskUS,"Gurgaon District, Haryana",Should be able to leverage github to collaborate with other data scientists and use it as a source code repository to manage the work.,PostedPosted 14 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Sr. Data Scientist,Data Scientist,Golden Eagle,"Remote in Indore, Madhya Pradesh","Extensive experience as a data scientist.
Collating and cleaning data from various entities for later use by junior data scientists.",PostedPosted 5 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Junior Data Scientist-Operations Excellence,Data Scientist,Accenture,"Gurgaon District, Haryana","Years of Experience: 5 to 8 years.
You will be working as a part of Operations Excellence team which drives continuous improvement projects and interact with…",PostedPosted 15 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,Luxoft,"Bengaluru, Karnataka","Provide Services that will support specific use cases for advanced analytics and data solutions, primarily focused on Fraud Management and Network Intelligence.",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
"Senior Specialist, Data Scientist",Data Scientist,The Bank of New York Mellon Corporation,"Pune, Maharashtra+1 location","Establishes relationships to obtain data and subject knowledge needed to support advanced analytics.
Accountable for developing and guiding more junior members…",PostedPosted 19 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,Peak AI,"Pune, Maharashtra","Experience in one or some of - statistical modelling, machine learning, data mining, unstructured data analytics, natural language processing.",PostedPosted 16 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,Stock Holding,"Navi Mumbai, Maharashtra","Strong mathematical skills to collect, measure, organize and analyze data.
Need to work on various datasets, data massaging, apply statistical analytical,…",PostedToday,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist- AML/Fin Crime - Mumbai,Data Scientist,EY,"Mumbai, Maharashtra","It is done through a transformative and agile approach including process and procedures, risk, data modeling and analytics, reporting to stakeholders and third…",PostedPosted 10 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist,Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,PostedPosted 26 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Data Scientist- AML/Fin Crime - Mumbai,Data Scientist,EY,"Mumbai, Maharashtra","It is done through a transformative and agile approach including process and procedures, risk, data modeling and analytics, reporting to stakeholders and third…",PostedPosted 10 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Scientist,Data Scientist,EVRY India,"Bengaluru, Karnataka","Using innovative ideas to collect, curate or synthesize data.
Bachelor's / master’s in data science with 2 years’ experience OR in Statistics/Mathematics with…",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Scientist,Data Scientist,Stock Holding,"Navi Mumbai, Maharashtra","Strong mathematical skills to collect, measure, organize and analyze data.
Need to work on various datasets, data massaging, apply statistical analytical,…",PostedToday,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Scientist/ Analyst - T9,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","This data is further analysed and the performance of the ADAS systems are monitored.
Architecting, developing and deploying end to end pipeline to ingest…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Analytics & Data Science,Data Scientist,Kpro Solutions,"Bengaluru, Karnataka","The candidate should be good in python,sql and data structure.
Proficiency in using SQL, Hadoop/Spark for data extraction and analysis.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Scientist,Data Scientist,Industry.AI,"Bengaluru, Karnataka","Strong Python skills for data wrangling / analysis / visualization / modelingExperience with distributed big data processing (PySpark, Jupyter, Linux, AWS…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Sr. Data Scientist,Data Scientist,Golden Eagle,"Remote in Indore, Madhya Pradesh","Extensive experience as a data scientist.
Collating and cleaning data from various entities for later use by junior data scientists.",PostedPosted 5 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Analytics Analyst,Data Scientist,Deutsche Bank,"Jaipur, Rajasthan","Provide data and analytical support to Global Procurement prioritised change initiatives.
You attach great importance to details, ensure results are of high…",PostedPosted 24 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Scientist,Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,PostedPosted 26 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Science,Data Scientist,Globussoft Technologies,"Bengaluru, Karnataka","Develop custom data models and algorithms to apply to data sets.
Extending company’s data with third party sources of information when needed.",PostedPosted 30+ days ago,2023-03-19,"₹3,60,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Scientist Consultant,Data Scientist,EY,"Bengaluru, Karnataka","Experience with data wrangling, cleansing, and data engineering for data science applications.
Experience applying a broad range of data science techniques.",PostedPosted 11 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Deep Learning Engineers,Data Scientist,Conxai Technologies GmbH,"Bengaluru, Karnataka","With such an experience, the candidate will also be in a position to create cutting edge ""Neural Reasoning"" solutions to understand construction sites from…",PostedPosted 9 days ago,2023-03-19,"₹18,00,000 - ₹27,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Computer Vision/Artificial Intelligence Architect,Data Scientist,Larsen & Toubro Limited,"Chennai, Tamil Nadu","Strong working knowledge in networking and other data-centre technologies.
Deep understanding of algorithms and workflows, in particular working with visual…",PostedPosted 11 days ago,2023-03-19,"₹5,00,000 - ₹10,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Junior Data Scientist - Artificial Intelligence Innovation,Data Scientist,Accenture,"Bengaluru, Karnataka","Designation: Management Level - Senior Analyst.
Years of Experience: 5 to 8 years.
You will be required to utilize the existing frameworks, standards, patterns…",PostedPosted 15 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Data Science Intern,Data Scientist,Techcovery Solutions,"Bengaluru, Karnataka","Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem-solving, and complexity analysis.",EmployerActive 3 days ago,2023-03-19,"₹7,000 - ₹15,000 ",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=50
Lead Data Scientist,Data Scientist,Srijan Technologies PVT LTD,"Gurgaon District, Haryana","Develop robust, scalable and production grade data pipelines and machine learning models to answer key business problems against big, small or huge volumes of…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Data Analyst,Data Scientist,ExpertSource Global Services Pvt. Ltd.,"Navi Mumbai, Maharashtra","Turbhe, Navi Mumbai - 400705, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
Data analysis skills: 1 year (Required).",EmployerActive 1 day ago,2023-03-19,"₹40,000 - ₹65,000 ",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Data Scientist - Operations Research - Associate,Data Scientist,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","The data science optimization team is supported by the next-gen data science solutions that move us closer to real-time inference, decision making, and…",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Junior Data Scientist,Data Scientist,Marktine Technology Solutions,Remote,"Responsibilities: Design and develop strong analytics system and predictive models Managing a team of data scientists, machine learning engineers, and big data…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Data Scientist,Data Scientist,Bharat Light & Power,"Bengaluru, Karnataka","Experience with data analysis/Modelling.
Strong Python skills for data wrangling / analysis / visualization / modeling.
Highly skilled at Data Interpretation.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Data Scientist,Data Scientist,Wise Monk,"Gurgaon District, Haryana","Use the sophisticated machine learning and data analytics tools/libraries to realize usable, reliable, and scalable models (machine learning and deep-data…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
"Principal, Data Scientist",Data Scientist,The Bank of New York Mellon Corporation,"Pune, Maharashtra","Develop organizational leadership in techniques and methods to support data decisioning.
Establishes relationships to obtain data and subject knowledge needed…",PostedPosted 3 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Data Science & AI Specialist,Data Scientist,BT Group,"Gurgaon District, Haryana","Drives model development, including data exploration, training data, feature extraction, validation, and scoring.
Visualization tools – Qlik / Graph analytics.",PostedPosted 26 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Data Scientist,Data Scientist,Btrnsfrmd Consulting LLC,"Remote in Bengaluru, Karnataka","Responsible for assessing data formats and data engineering outputs.
Carry out pre-processing of large volumes of data to extract insights and test data…",PostedPosted 30+ days ago,2023-03-19,"₹4,45,700 - ₹6,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
NLP Data Scientist,Data Scientist,Lilly,"Bengaluru, Karnataka","Collaborate with analytics team members to design, implement and develop enterprise-level NLP capabilities, including data engineering, technology platforms,…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Intern-Data Analytics,Data Scientist,Merkle,"Pune, Maharashtra","Use statistical methods to analyze data and generate useful business reports.
Liaise with internal and external clients to fully understand data content.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
Applied ML engineer,Data Scientist,sybill,"Bengaluru, Karnataka","3+ years of experience as an ML engineer, data scientist, CV/NLP researcher, or in a related role.
Proficiency in data science and machine learning using Python…",PostedPosted 30+ days ago,2023-03-19,"₹25,00,000 - ₹55,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=60
